DATE,IPG2211A2N,,,ERROR,,,,,,,,0
05-01-2015,91.093,103.8784026,88.84721763,163.4665186,,,,,,,,
06-01-2015,102.6495,101.321322,88.84721763,1.764056673,,,,,,,,
07-01-2015,111.6354,101.5869576,88.84721763,100.9711939,,,,,,,,
08-01-2015,110.5925,103.5966461,88.84721763,48.94197164,,,,,,,,
09-01-2015,101.9204,104.9958169,88.84721763,9.458189037,,,,,,,,
10-01-2015,91.5959,104.3807335,88.84721763,163.4519679,,,,,,,,
11-01-2015,93.0628,101.8237668,88.84721763,76.75453942,,,,,,,,
12-01-2015,103.2203,100.0715734,88.84721763,9.914478906,,,,,,,,
01-01-2016,117.0837,100.7013188,88.84721763,268.3824152,,,,,,,,
02-01-2016,106.6688,103.977795,88.84721763,7.241507878,,,,,,,,
03-01-2016,95.3548,104.515996,88.84721763,83.92751224,,,,,,,,
04-01-2016,89.3254,102.6837568,88.84721763,178.4456965,,,,,,,,
05-01-2016,90.7369,100.0120854,88.84721763,86.029065,,,,,,,,
06-01-2016,104.0375,98.15704835,88.84721763,34.57971156,,,,,,,,
07-01-2016,114.5397,99.33313868,88.84721763,231.2395071,,,,,,,,
08-01-2016,115.5159,102.3744509,88.84721763,172.6976832,,,,,,,,
09-01-2016,102.7637,105.0027408,88.84721763,5.013303514,,,,,,,,
10-01-2016,91.4867,104.5549326,88.84721763,170.7787034,,,,,,,,
11-01-2016,92.89,101.9412861,88.84721763,81.92577979,,,,,,,,
12-01-2016,112.7694,100.1310289,88.84721763,159.7284249,,,,,,,,
01-01-2017,114.8505,102.6587031,88.84721763,148.6399118,,,,,,,,
02-01-2017,99.4901,105.0970625,88.84721763,31.4380282,,,,,,,,
03-01-2017,101.0396,103.97567,88.84721763,8.620506929,,,,,,,,
04-01-2017,88.353,103.388456,88.84721763,226.0649367,,,,,,,,
05-01-2017,92.0805,100.3813648,88.84721763,68.90435622,,,,,,,,
06-01-2017,102.1532,98.72119183,88.84721763,11.77868008,,,,,,,,
07-01-2017,112.1538,99.40759346,88.84721763,162.4657811,,,,,,,,
08-01-2017,108.9312,101.9568348,88.84721763,48.64177035,,,,,,,,
09-01-2017,98.6154,103.3517078,88.84721763,22.43261174,,,,,,,,
10-01-2017,93.6137,102.4044463,88.84721763,77.27721969,,,,,,,,
11-01-2017,97.3359,100.646297,88.84721763,10.95872832,,,,,,,,
12-01-2017,114.7212,99.9842176,88.84721763,217.1786502,,,,,,,,
01-01-2018,129.4048,102.9316141,88.84721763,700.8295727,,,,,,,,
